cust_id,term,amount,apy
960901,30,231025,4.16
963891,30,342849,4.22
179865,15,344814,3.41
694513,30,380979,4.19
426141,30,324543,4.61
108516,20,265766,3.82
205350,30,327912,4.28
387558,15,425205,3.45
916949,30,201922,4.58
673989,30,299803,3.51
326647,30,317685,4.84
530280,30,456646,4.55
647623,30,330343,4.46
846823,30,460519,4.12
561943,30,361463,3.71
450605,30,179563,4.36
162494,30,349880,5.13
206293,30,419006,3.52
475554,20,427844,3.84
460307,30,413288,4.24
697072,15,445904,4.9
510545,30,328330,4.57
324442,30,312469,4.84
880637,30,412922,3.56
326653,30,327167,4.46
678035,30,397285,3.79
952977,30,344012,3.58
933836,30,417436,4.57
273454,30,371346,3.95
361357,30,352188,3.51
145382,30,380300,3.52
181282,30,387703,4.71
854772,30,360931,4.67
623792,30,300485,3.77
499934,30,201029,4.04
733125,30,378326,3.55
815783,30,528035,4.33
510494,30,275330,4.12
561137,30,430635,4.45
857004,30,304238,4.16
897960,30,627150,3.66
948457,30,396764,3.34
590933,30,389060,3.73
181093,30,416515,4.12
670161,20,335868,4.42
603887,15,415581,4.16
760417,30,276328,3.97
778970,30,391936,4.67
110672,30,458295,4.92
395274,30,303782,4.82
964675,15,352184,3.6
687784,30,512666,3.06
303646,30,359064,4.9
656346,15,352662,4.91
519074,30,277072,4.72
495692,15,377302,4.73
405598,30,517607,4.88
954990,30,458403,4.67
345304,30,558587,3.91
982380,20,371417,4.5
314229,30,368670,4.56
585078,30,324958,4.59
157821,30,370159,3.82
777766,30,349231,3.92
414986,10,342834,4.78
349289,15,336412,3.13
771119,30,391009,4.81
900237,20,488708,4.97
194941,30,390092,4.82
937241,30,415897,3.69
245475,30,413550,3.99
863760,15,257326,3.87
327291,30,368442,4.5
843749,30,437448,4.09
380644,30,400389,4.74
794659,30,279548,4.42
384380,30,368097,4.3
597772,30,460082,3.9
535262,30,368823,3.36
253717,30,367664,3.93
931667,30,497458,3.8
910839,20,385126,4.88
995663,30,358324,4.27
352286,30,429391,4.29
383824,30,361938,4.16
330894,15,353954,4.35
726639,30,233623,4.18
722759,30,327231,3.77
740630,30,562110,5.69
245713,15,321318,4.93
452281,30,440007,4.43
716721,15,488125,4.73
352265,30,496827,3.93
499204,30,435371,3.14
749086,15,457418,4.02
332558,30,390263,4.31
309122,30,328008,4.48
630546,30,273545,4.06
454463,30,474068,5.09
378105,30,437703,4.64
569778,30,442798,4.38
910440,30,443969,4.33
516191,20,344249,4.32
782107,30,387436,4.75
903592,30,342184,3.9
636287,10,301847,4.82
968542,15,362487,4.36
242493,30,377358,3.86
669167,30,368153,4.21
976380,30,476411,4.68
929537,10,382881,4.75
593096,30,446248,4.13
983657,30,413894,3.21
859189,30,419656,4.39
633374,30,292743,4.13
885757,30,411035,4.25
565993,30,349393,4.47
637496,30,406244,4.43
806911,15,334977,4.68
768953,30,492208,3.44
912974,30,490503,3.51
495719,30,425811,4.96
215726,30,398132,4.08
749535,30,325037,4.31
561528,30,411328,4.08
862809,30,351545,3.67
831837,15,269035,3.78
741061,30,220639,4.23
302154,15,495886,4.69
315752,30,449257,5.36
574340,30,354874,4.2
114541,15,228509,4.01
357761,30,506576,3.73
764867,30,447014,4.98
754893,30,387335,3.75
863544,15,222133,3.94
952630,30,394042,3.99
268573,30,377074,4.0
151922,30,436012,4.55
924988,30,220883,3.82
217208,30,269914,4.09
391274,30,378855,3.39
119754,30,411682,3.8
578378,30,382938,4.2
517237,30,467672,4.15
501481,15,396190,3.85
847294,30,338119,4.51
680582,30,262033,4.73
272233,30,128150,3.73
561832,10,359665,4.46
814623,30,449117,3.95
121675,30,293139,3.89
342338,15,479836,3.71
504630,20,428314,5.62
788515,15,409289,4.22
898202,15,369210,4.77
815306,15,348620,3.61
478459,30,329094,4.75
255510,15,400098,5.05
939395,10,357333,3.37
540028,30,227075,4.88
428334,30,287724,4.07
584604,30,476137,3.52
636625,30,328585,4.86
825404,30,441804,4.64
550004,20,426585,3.69
566980,30,387495,5.03
100025,30,272978,4.1
178762,20,285941,3.71
225975,20,474425,3.96
115775,15,331075,4.33
475709,15,419604,3.52
900737,20,333836,3.95
492819,15,185543,4.54
118925,30,407611,3.83
323301,10,422862,4.45
429722,30,442584,3.96
539322,20,409288,3.77
785081,15,415294,5.12
149544,30,361495,4.18
770802,30,292212,4.31
255961,30,400163,4.02
805265,30,418402,4.37
646551,30,356021,4.61
993026,15,440108,3.7
932431,30,445778,4.9
744459,30,352239,3.39
658047,30,547889,4.06
695604,30,329185,3.75
194566,30,511423,3.3
929983,30,306729,4.19
372872,30,362091,3.89
525803,30,330520,4.05
274416,30,486114,4.03
638594,30,423934,3.45
903229,10,383586,3.66
679749,30,472836,3.87
806326,30,414264,4.07
877995,15,329045,3.12
724353,15,344295,4.71
882750,30,437426,4.48
851934,30,291825,3.89
940271,30,361337,4.06
689543,30,501261,4.99
365837,30,450935,3.57
689657,30,347910,4.23
220753,30,397073,4.49
668027,30,474346,5.18
183086,30,438294,4.48
393197,30,358236,3.54
395442,15,444331,4.28
323089,10,449408,3.83
406888,10,446435,4.32
749915,30,481242,4.03
894853,15,250273,3.42
841290,30,416854,4.35
789446,30,411176,4.13
761542,30,510297,5.14
963808,30,380369,3.95
537175,30,341129,4.19
421537,15,365515,4.78
748707,30,340657,3.64
909387,30,439062,4.29
215263,20,309696,4.74
230644,15,327414,5.86
628519,30,525611,4.15
113307,30,467687,4.37
663911,30,343875,4.14
753913,30,335194,3.89
742845,15,376397,4.4
710275,15,262998,4.94
782908,30,418035,4.18
945974,30,477795,4.09
206358,30,458837,4.81
152470,30,437962,3.76
389073,15,437826,5.05
430390,30,401696,4.43
798952,10,402740,5.04
700766,30,379692,4.28
408120,30,349800,4.58
206891,30,324108,4.36
726418,30,328493,4.23
747848,30,327319,2.83
536566,15,346152,4.28
590857,30,313971,3.83
355808,30,432773,4.66
870189,10,268026,4.79
884095,30,508362,5.06
829042,20,297013,4.52
818242,30,432277,4.02
817949,30,396817,4.18
661578,30,447654,3.47
657272,15,367238,4.08
913497,30,357650,4.2
922052,30,328486,5.17
139682,15,373397,4.2
864060,30,401189,4.38
147638,10,431966,4.32
565606,30,348149,3.85
374121,30,401303,4.16
846661,30,246525,4.62
604168,30,326142,4.17
624943,15,392366,4.64
476671,30,470248,4.49
975262,30,270207,3.71
325884,30,252471,4.87
800737,20,355773,3.84
355614,15,386895,4.59
369673,30,367697,3.63
667403,30,324827,4.27
418534,30,343195,3.92
708629,30,483379,3.97
191551,15,402690,4.56
159680,30,313763,4.35
389148,30,544701,4.31
806516,30,310703,3.81
899863,30,521167,4.6
978674,15,417698,4.39
899606,30,482447,3.47
956613,30,327644,4.0
822911,30,181740,3.78
196456,15,329591,3.8
777576,30,324176,3.72
213203,30,306312,4.49
144494,30,143548,5.0
916550,30,332369,4.59
923091,30,241465,5.05
279974,30,374926,4.11
955886,30,314661,5.12
709499,15,307368,4.04
164107,30,270387,4.68
929448,30,413237,4.21
892734,30,392238,3.96
974365,30,305748,3.3
477448,30,390108,3.86
306557,10,370004,4.61
194781,30,348109,4.33
475521,30,172459,5.15
686500,30,490932,3.81
679840,30,406932,4.03
917264,30,389228,3.92
302115,30,437690,3.6
511440,15,364748,4.75
343296,15,506676,4.58
502503,30,351220,3.91
802288,30,392776,4.43
547443,30,384152,4.27
675600,15,346529,3.9
107068,30,328609,4.69
559211,30,357484,3.8
381204,30,421324,4.07
808956,30,387251,3.77
588006,10,318656,3.86
799266,20,450235,3.8
797797,10,466989,4.35
552055,30,329665,5.11
125638,30,476882,3.81
896834,30,366852,4.6
562515,30,385927,4.53
229739,30,249905,3.26
101721,30,327739,4.35
996307,30,320215,3.76
342654,30,195668,5.03
595134,30,384786,4.31
424542,15,411814,4.47
979390,30,277614,4.12
716370,30,470345,3.68
577955,30,352306,3.23
800685,30,498513,3.61
866119,30,441975,4.42
580940,10,453632,3.93
347683,30,350042,4.27
698658,30,311448,4.11
511277,15,287169,4.27
242175,15,397721,4.7
314077,30,388430,5.18
249173,30,423003,3.44
175961,10,234476,3.76
635642,15,380608,4.07
657042,30,412051,5.14
862362,30,408482,4.59
864066,30,377106,4.4
364678,30,350823,4.79
208556,30,369751,4.49
701556,30,333182,4.36
704316,30,430186,5.09
143901,30,308005,4.75
946664,30,314161,3.32
321497,30,329769,3.78
104432,30,342305,4.93
630154,30,426654,3.44
847250,15,256832,4.79
397017,30,408144,4.11
465697,30,412471,4.3
620498,30,289953,4.25
549819,30,394274,3.9
199976,30,379580,3.09
301127,30,319559,4.22
311743,30,359685,4.29
730740,30,239532,4.92
503416,15,429547,4.77
535481,15,385249,4.96
799816,30,187371,4.38
487112,30,366034,3.52
874528,15,397015,3.32
993978,30,346670,4.21
282699,30,373355,4.13
773857,15,408161,3.25
982114,30,457722,4.63
837732,30,358998,3.79
347006,15,396738,3.95
286850,15,454936,4.92
590365,10,397171,3.89
983286,30,443601,4.41
950124,15,181456,3.76
982484,30,338228,4.16
573167,30,317150,4.28
153329,15,462951,4.91
574310,15,530914,4.48
769206,30,368997,4.02
691435,15,274823,4.44
436057,30,359398,4.78
540315,30,400772,4.33
121899,30,397183,3.66
549210,30,324088,4.47
310228,30,356815,3.24
393108,30,458744,4.68
643802,30,334099,3.88
852754,15,350215,3.46
446026,30,257720,3.76
116059,30,275406,3.37
300821,30,401430,4.11
849362,15,353735,3.95
354413,30,314461,3.8
635453,30,350205,4.39
633666,10,374980,4.27
553429,15,388875,3.84
307309,30,340559,4.03
395771,30,241228,4.79
501234,10,347591,4.14
496985,30,480610,4.29
800790,30,184360,4.92
637921,30,512969,4.69
602583,30,408544,4.69
564155,30,384939,4.37
864650,20,359153,4.34
956329,30,290655,4.22
540107,30,440672,4.21
944990,15,358239,3.92
364202,30,477224,3.66
981666,15,388725,4.73
923981,30,541323,4.93
385445,15,531321,4.7
569513,15,229101,4.26
177033,30,213811,4.63
585875,30,359219,3.94
404559,30,451850,4.19
637298,30,417456,4.34
174214,30,322730,3.78
216637,30,313884,4.74
157518,10,381854,4.73
170015,15,404652,4.83
988588,15,355779,5.02
988913,30,503613,4.74
929452,30,401208,4.01
315359,15,396529,4.94
949603,15,464942,4.05
928639,30,249209,4.13
254585,30,485336,4.27
107746,15,353924,4.44
835663,30,301229,3.88
621222,20,308146,3.39
590195,30,640798,3.54
736310,30,515697,4.79
384209,30,406980,4.74
673686,30,357666,4.28
942365,30,505322,4.43
330451,15,324569,4.58
819012,30,497659,3.95
299943,30,367924,4.34
656165,30,448612,4.96
598931,30,474462,3.95
562081,15,463643,4.6
321350,15,350405,4.72
205457,30,369605,4.33
137814,30,362980,4.03
517191,30,341092,4.77
578945,30,397125,3.63
669318,30,339592,4.76
407434,30,157392,5.0
189808,30,302009,3.96
215014,30,419539,4.21
423052,30,347443,4.03
164407,30,312909,3.81
749150,30,281284,5.19
272910,15,235631,4.17
816830,15,485696,4.5
111153,30,304674,4.59
875785,30,381290,3.58
302142,10,325868,3.71
187486,30,372475,4.12
983028,30,328065,4.47
323005,30,383741,4.04
368156,10,308877,3.42
716527,30,438401,3.51
524491,30,322575,4.47
507391,30,298309,4.43
897639,15,374193,4.69
976148,30,376414,3.91
556120,30,417100,4.55
945260,30,547647,4.41
448988,15,385614,3.3
431341,20,485911,4.57
658968,15,358911,4.17
321826,30,416832,3.82
455880,30,358165,3.72
367670,15,351340,4.25
961855,30,326945,5.04
609609,30,287955,4.28
291872,15,278947,4.32
364542,30,313803,4.12
304850,30,340660,4.28
496318,30,342610,3.98
815713,30,465631,4.34
491613,30,461799,4.17
407347,30,544822,4.22
409021,10,478318,4.81
478819,30,182235,4.53
837958,30,252804,3.47
439697,30,326538,4.25
270826,10,413034,4.22
714906,30,413674,4.41
966913,30,355053,4.13
656101,30,380716,3.76
604264,30,354560,4.41
229263,30,376135,5.36
694531,30,441756,4.95
247538,30,465245,4.78
265532,30,317832,4.44
897200,30,306507,3.35
373672,30,427600,4.87
204958,30,505169,4.31
541996,30,429871,3.69
862119,30,416952,4.2
705233,30,466670,4.68
478446,30,455628,4.82
623511,30,413724,4.65
131066,15,331711,4.1
638425,30,424933,4.26
543905,10,406747,4.44
936849,30,332831,3.96
311650,30,439237,4.21
869153,15,514417,4.25
855920,30,452139,4.36
291822,30,423198,4.1
467437,30,461685,4.35
811786,30,440282,4.93
987994,30,431902,4.34
889208,15,299353,4.43
504633,30,275804,4.58
837361,15,327977,4.59
228182,30,477808,4.32
789143,15,334546,4.93
610706,30,292692,4.03
490284,30,364617,4.44
448555,10,500470,4.15
378377,30,374687,3.95
608958,20,410391,4.57
542324,30,488581,3.36
299235,30,295913,4.69
209723,30,230527,4.31
690121,10,447631,4.11
981001,15,324515,4.01
430476,30,390764,3.61
142993,30,314830,3.9
584263,30,393352,4.19
492697,15,400067,3.56
325695,30,336091,3.76
638197,30,406443,3.89
331179,10,357581,4.51
571120,30,448044,4.34
506385,30,432724,4.31
916121,30,314986,4.02
459815,30,362582,4.08
905230,30,330840,4.75
306090,30,437693,3.7
407086,10,446661,4.75
944328,15,422317,5.56
189622,10,439258,3.79
760023,15,272595,3.66
687346,15,389874,4.55
168591,30,396633,3.51
295012,30,470539,4.62
121978,15,329933,4.0
482021,30,423517,3.93
337975,30,332464,3.95
147488,30,339613,4.44
376164,10,393870,5.05
158308,10,438434,4.66
690968,30,473848,4.53
610645,30,411142,5.33
484969,30,473603,4.1
799562,15,315437,3.99
870277,15,568371,3.63
317895,30,485551,4.0
804631,30,462571,3.72
332199,30,402040,4.92
137198,30,572983,4.61
752035,30,402857,3.9
294703,30,419690,4.44
159927,30,359645,4.17
929733,30,309728,4.13
654157,30,369448,4.04
269185,30,323057,4.72
976948,30,482208,4.27
895339,15,444144,4.52
839227,15,402758,4.62
472223,30,440068,4.0
580325,15,374143,4.42
378726,30,416945,4.26
135033,15,386941,3.82
297855,15,437283,3.93
542074,30,357868,3.77
372265,30,384409,5.27
308173,30,378269,4.61
172763,30,424366,4.75
202722,30,376418,3.89
444758,30,378873,4.5
919761,30,328554,5.27
957372,15,394347,4.61
552863,30,343042,3.73
919119,30,337657,4.41
788898,15,196297,4.22
794383,30,407132,4.59
626479,30,443674,3.68
965819,30,416118,4.35
679627,30,346206,3.87
561065,30,402744,3.91
467189,30,245933,4.15
848271,30,455347,4.33
550200,30,497981,4.44
916740,30,354969,4.23
195930,30,219414,4.55
607053,10,207825,3.39
558914,30,545543,4.42
960346,30,331961,4.65
367880,30,461364,4.88
177438,30,502844,4.55
140766,30,326158,3.77
683947,30,330599,3.92
666911,30,302746,4.94
123243,15,299686,4.34
964896,30,456129,4.64
577180,30,259669,3.98
301964,10,412938,4.72
134200,15,452367,5.01
753518,30,401049,3.98
903583,20,426089,5.6
152755,30,416922,4.25
998040,30,461824,3.74
905550,30,451856,4.8
338367,15,439211,4.13
682800,30,340316,3.75
598907,30,416627,4.01
372085,30,441846,5.04
399806,30,292752,4.36
118614,30,380090,4.63
565009,30,328133,4.52
406752,15,401016,3.78
113313,30,324526,4.52
877844,30,385242,4.78
988285,20,258599,5.35
859618,30,367955,3.97
692393,15,316079,4.65
870655,30,468780,4.39
679375,30,302087,4.25
850695,15,465890,5.48
984354,30,293270,3.72
435013,30,373882,4.45
225701,20,459524,3.62
326840,30,411651,4.67
546912,30,292563,4.19
134481,30,409166,3.85
983940,15,399889,4.38
553388,30,321580,5.06
451356,30,335322,4.95
178167,30,362336,4.09
426785,30,334997,4.79
669760,30,374059,3.59
140017,15,410392,4.47
816912,30,364873,3.85
825162,10,293481,3.49
654848,15,506679,4.61
386444,30,403343,4.27
858749,15,335730,4.15
705944,30,473435,4.65
380007,15,422522,4.51
260547,30,371957,5.38
941417,15,339051,4.33
549184,20,464706,4.66
286149,30,475507,4.46
269630,30,394470,4.26
565580,30,336073,4.24
675008,30,379086,4.27
291584,20,409968,4.1
361396,30,297126,4.96
504093,30,320212,4.44
419667,30,263068,4.2
626633,30,404410,4.0
614898,15,512632,4.18
733015,30,330854,3.96
822891,30,271131,3.31
229819,15,297349,3.73
906877,30,506246,4.2
803261,30,341969,4.54
410487,30,353676,3.95
569033,30,299674,4.18
832284,30,420397,3.7
343870,30,349614,4.05
137475,30,354541,4.22
525157,15,337353,4.79
764419,30,323741,4.63
260739,10,308614,4.42
826184,15,354023,4.95
298229,30,314254,3.53
696068,15,366496,4.77
409453,15,333645,4.62
695756,30,280469,4.23
607559,30,509316,3.68
832088,30,489769,4.65
348337,30,371322,3.7
346067,30,305137,4.38
475786,30,397940,3.89
888454,15,384540,3.54
622872,30,361982,5.05
304516,30,456959,4.29
821669,30,401713,4.26
135497,30,245328,4.71
837851,30,449798,3.79
262108,30,328679,3.97
800797,30,432553,4.4
314150,30,409078,4.36
798104,30,413694,4.14
829575,30,289048,4.58
233065,30,328736,3.73
228470,30,480185,3.95
721349,30,332142,4.77
673139,15,305116,3.72
609019,30,216862,3.85
714348,30,311608,4.09
958024,15,297519,4.89
209372,15,328670,4.12
653882,15,416533,4.51
540410,20,369128,4.28
554764,30,419730,3.51
108703,30,347461,4.28
865908,30,409388,3.98
352569,30,359550,3.81
623836,15,474001,3.47
843118,15,363537,4.84
279634,30,450941,4.89
925159,30,384226,4.2
467581,30,426472,3.55
282421,15,401948,4.71
981276,15,304834,4.39
726193,15,471488,3.65
161961,10,325602,3.39
854353,20,306575,3.85
192703,30,414279,4.33
385328,15,485548,4.22
742199,30,331919,3.63
358179,30,244400,5.2
626694,30,543353,3.58
950775,30,287184,4.06
314259,30,354371,4.36
343764,20,343062,4.38
163701,30,369231,4.11
144180,15,318756,4.67
578192,30,420749,3.47
225793,30,486881,3.84
117356,15,514913,4.87
307163,30,471252,4.76
249066,30,429754,3.5
659260,30,205767,4.11
818045,30,460547,4.02
322069,15,399699,4.72
994178,30,308797,4.6
128744,30,474652,4.17
856445,15,417464,4.47
987055,30,442938,3.57
820774,30,353736,4.34
635451,20,246545,5.02
367798,30,439761,4.47
141764,30,351131,4.91
624432,30,368591,3.94
450312,30,288414,4.07
291135,20,405669,3.84
579076,15,422379,3.46
540658,15,495227,3.48
870167,30,390053,4.45
520306,30,329936,5.29
703996,30,457776,3.96
347782,15,356174,3.31
493305,30,262663,4.56
817778,30,405758,5.65
904068,30,393199,3.28
831433,30,472069,4.57
103901,30,451534,3.89
346333,15,156496,5.17
834411,30,576906,4.98
705527,30,440804,3.99
488077,30,455351,4.28
879060,30,521819,4.79
406106,30,406867,3.79
287985,30,335766,4.02
361218,30,268472,4.79
373846,30,421394,4.9
403904,15,493015,5.07
334695,30,392315,4.4
868814,30,418198,3.51
484547,15,510519,4.98
870149,30,386641,3.95
625881,15,371265,3.87
180068,30,384719,4.58
290273,10,231768,3.93
206312,20,361950,5.14
415134,15,387167,5.21
940153,30,379491,3.62
865901,10,385657,3.87
295797,30,181929,4.79
402050,20,398344,4.54
926944,15,493375,3.21
431799,30,407630,4.69
879586,30,342214,3.71
376659,30,273000,3.97
721347,30,395927,4.47
578188,30,297759,4.43
473484,30,427438,4.42
882065,30,263225,4.24
925595,30,456956,4.29
400813,30,492874,3.96
717297,15,411825,4.18
128154,10,347858,4.72
410554,30,400237,3.99
660037,30,287838,4.12
220087,15,369137,3.95
998591,15,469900,3.75
203783,30,273565,4.35
567080,30,342592,4.83
512632,30,367617,3.96
231251,30,490890,3.65
362253,10,378836,3.95
906699,30,399382,4.28
632232,30,297632,4.14
871621,20,254663,4.42
477538,30,468525,3.95
701098,30,453896,4.38
656641,10,238415,4.19
142825,30,361279,4.25
997995,30,359809,4.59
852548,10,492811,4.48
618636,30,395649,3.48
785113,30,278784,3.59
312432,30,426105,4.26
506390,30,467106,5.19
992904,30,432738,4.22
108217,20,284803,3.17
122216,30,267952,4.85
576433,15,302613,4.28
935284,15,411275,4.16
200256,30,421583,4.4
526894,15,468596,4.28
839244,30,352145,4.39
188176,30,341773,3.96
779200,30,443836,3.79
700133,30,428458,4.22
934081,30,544849,3.46
742720,15,411578,3.85
874095,15,315287,4.41
813409,30,351861,5.1
948551,30,349280,5.13
405256,30,452437,3.95
732104,30,309274,4.05
569013,10,376856,3.74
734887,20,356783,3.68
224280,30,436945,4.03
888034,30,315523,3.91
995348,15,437239,5.38
514944,30,401022,4.12
488349,30,376251,4.85
898387,30,299095,3.95
856643,10,481823,3.79
873126,30,360948,4.08
788653,30,330935,3.95
637032,30,410228,4.36
249138,30,411403,4.18
881660,15,223420,4.04
265801,30,423608,5.38
152398,15,420768,4.68
427162,30,346002,4.34
622442,15,237630,4.34
829257,30,312266,4.72
432579,15,287156,4.34
355404,15,368315,4.16
149484,30,449006,4.42
677850,30,376157,3.73
966675,30,383356,3.97
454792,30,448221,4.34
630083,15,479028,4.82
454663,15,383437,3.88
174986,30,332385,4.08
257798,15,385732,4.08
337139,30,393498,3.8
300889,30,349900,4.49
361395,15,293240,4.04
864695,30,211591,5.26
449799,15,286189,3.81
730793,30,218409,3.14
322490,30,396234,4.7
214809,30,394472,4.47
309746,15,414111,4.2
744826,30,497763,4.81
152826,30,415376,4.29
300520,30,407699,4.38
622089,30,407484,4.35
229837,15,521225,3.7
626875,30,429327,3.74
960996,20,375935,4.78
872541,15,298294,3.93
861007,20,336189,4.44
824911,30,367957,4.43
319206,30,464827,4.59
687292,30,452876,5.11
822020,30,404700,4.45
133793,15,327487,4.54
119482,30,393699,3.69
359632,20,386443,5.4
137497,30,452179,4.21
251398,20,389880,3.86
310498,15,311270,3.4
771451,15,334410,5.01
139120,30,415296,4.26
558504,15,372739,3.92
419820,15,441396,4.56
124657,15,285004,3.9
137112,30,340271,4.69
320472,15,375195,3.9
306708,15,286899,3.96
746121,30,374583,3.54
109500,20,228907,3.6
600748,15,379862,4.09
370622,30,320095,4.61
336192,15,438646,3.75
424184,30,494718,4.52
718376,15,380345,3.85
614798,20,392046,4.34
548225,30,363342,4.49
687746,30,279699,4.74
912926,15,359887,4.15
124997,30,318003,4.37
443572,30,582857,4.22
711931,30,406761,3.87
234940,30,423272,3.81
432908,30,435215,3.83
735164,15,427652,3.88
362407,15,506875,4.29
780123,30,340387,4.59
237447,30,385703,3.11
975800,30,386416,4.78
526704,15,469601,4.96
679158,15,366270,3.86
796574,15,330224,4.13
966470,15,383882,4.06
424123,30,189994,4.81
396505,30,388115,3.94
890613,20,476457,4.72
639204,30,335010,4.33
955572,30,387630,4.67
969852,30,352663,3.79
925390,30,402981,3.39
676018,30,336555,4.53
628927,30,418083,4.35
165602,15,428406,3.91
946598,30,348493,4.48
866449,15,510388,4.63
154818,30,348316,4.81
271594,30,476248,4.23
467711,15,331402,5.13
298799,30,341362,4.33
762801,30,523804,4.81
974447,30,277472,4.32
176798,30,296433,4.63
626301,30,308996,3.78
167598,30,265342,4.1
830025,30,251710,5.33
849478,30,373746,4.16
243141,30,324810,3.67
583651,30,313608,3.91
965728,15,446370,3.93
345614,30,384686,4.64
246036,30,348038,4.68
281680,30,276667,4.15
994584,10,392010,4.5
710588,10,450644,4.68
673935,30,518821,4.44
407833,30,524680,3.99
408716,30,310234,3.95
565358,30,380844,4.38
673806,30,436943,3.92
286748,30,373429,4.51
659192,15,380599,4.03
270869,30,315114,3.2
986916,30,405285,4.73
184017,15,317339,3.64
363143,15,360376,4.62
706770,30,447778,4.8
445060,15,414002,4.39
279440,30,447317,3.6
781076,15,448584,4.91
716578,15,326896,5.3
824553,30,449262,4.58
346137,30,458260,3.72
804406,30,523527,4.15
727862,30,462556,3.81
580766,15,377343,4.72
641534,30,389972,4.85
752685,30,250374,4.27
209096,30,320921,3.59
929868,15,479310,4.52
711425,15,306251,5.29
403579,30,475459,4.65
999066,15,527421,3.8
508925,30,299556,4.0
775882,30,438632,3.63
469220,15,321184,4.52
282261,30,461179,4.12
431969,30,429986,4.31
390256,20,298537,3.46
374676,20,351137,4.45
550066,30,506792,4.18
353630,10,267770,4.12
236078,30,545333,4.66
817829,30,418459,2.77
905892,30,372521,3.77
302080,30,346832,4.5
942721,30,274783,4.19
886577,30,360074,4.16
841336,30,368253,4.91
840047,30,431016,4.4
278681,30,200460,4.29
210320,30,318016,3.9
179540,15,339227,4.29
432864,30,394975,4.83
572525,30,261111,4.01
128722,30,336114,3.13
390349,10,361332,3.73
211554,30,399945,3.96
699980,30,242123,4.96
618714,15,464873,5.26
745403,30,391571,4.18
749525,30,275874,3.5
466655,15,422128,4.08
567967,10,425831,4.3
204693,30,349621,3.95
297434,10,360102,4.36
826313,30,542809,4.02
696581,30,322507,4.38
643508,20,348101,3.21
197995,10,375840,4.27
471602,30,374176,4.37
812702,15,471624,4.22
135320,15,360649,4.8
206161,30,252912,3.37
151084,30,490111,4.21
306475,10,325642,4.22
131403,30,456718,3.17
946155,30,236700,4.74
385691,30,506015,3.98
410717,30,406589,4.58
358724,30,393791,3.95
128465,30,311479,4.51
735460,30,374777,4.04
919658,30,351984,4.05
144049,30,461361,4.6
245335,30,332617,4.22
179667,10,550134,4.7
675722,30,298372,4.99
657552,30,302091,3.62
399614,10,221046,4.08
528339,30,370174,4.17
497642,30,290428,3.37
905725,30,424723,3.95
338930,15,513379,4.77
742940,30,328068,4.22
757470,15,482809,4.74
650532,30,485875,3.81
236022,15,342999,4.11
823033,30,385848,4.51
117578,30,331158,4.57
414213,30,285053,4.58
227040,30,311589,4.24
649807,30,274478,4.07
428696,30,398346,3.49
396404,20,404229,4.15
894038,20,445794,4.48
359496,15,328625,4.56
321222,20,326160,3.89
525721,15,295333,4.15
972957,30,484541,3.0
911115,15,358297,3.91
993811,30,279595,4.19
541144,30,396023,4.05
306795,30,379780,4.69
779481,20,359598,4.54
356938,30,429384,4.35
986358,15,440511,3.57
785923,15,360807,4.63
734607,30,303879,4.25
918985,15,353174,4.41
696736,30,384520,4.21
646111,30,389372,4.31
457041,30,389802,4.83
781939,30,370617,3.73
449823,15,392320,3.66
114886,10,440332,4.32
680701,30,385194,3.55
441669,30,452495,4.31
977015,20,445696,4.37
181326,15,421824,3.96
740336,30,384171,4.27
114549,30,412421,3.98
552790,30,351544,4.79
746487,30,368229,4.08
509112,20,285643,4.57
700362,30,358717,3.89
751012,10,393618,5.18
299180,30,321041,4.26
308055,30,556024,4.85
227857,30,324245,5.08
749022,30,418572,5.06
531461,15,380086,4.07
913015,30,524419,3.86
940007,30,527345,4.69
164286,30,303859,4.54
908723,15,345781,3.89
639208,15,162714,4.18
796382,30,529575,4.84
471818,30,438091,5.37
226268,15,246714,4.47
366054,10,378973,4.3
993609,30,297014,3.86
662341,30,317450,4.35
647441,15,401528,4.79
767935,30,470412,4.45
610527,15,308980,4.21
334929,30,378772,4.37
524280,15,249535,5.27
377041,30,436578,2.82
894102,30,498171,4.72
339081,15,374501,5.07
280858,15,324361,5.36
912940,30,433106,3.28
418491,10,336717,5.27
963230,30,348626,3.69
182088,30,325669,3.92
275045,30,318645,4.5
224135,30,369887,4.27
727293,30,476514,4.98
247409,30,359357,4.45
786786,15,415394,4.57
618451,30,384842,4.92
950671,15,363309,4.09
235122,30,291039,3.69
887946,30,349058,4.49
440475,30,367695,3.98
370179,30,506286,3.96
649047,30,358748,4.24
306996,30,297083,4.29
611386,15,467661,4.59
738918,30,339585,5.61
814560,15,379702,4.83
419673,30,301107,4.1
173985,15,429143,4.62
651359,30,292635,4.39
936359,10,235840,3.57
360650,10,321643,4.93
365378,30,396983,4.17
925199,15,316743,4.7
996257,30,363247,3.76
629237,30,384453,4.33
996699,30,344345,4.23
603288,10,496134,4.01
338374,30,390168,4.9
718005,15,402486,4.64
956851,30,507196,4.52
651016,15,389302,4.79
610086,30,422337,3.99
336830,30,311531,4.66
402000,30,301360,4.74
318645,15,405928,4.07
626355,30,372861,4.62
662469,15,391197,4.81
231058,30,450273,3.98
367098,30,458546,4.57
457032,15,332022,4.27
